Id,Weekly_Sales
1_1_2012-11-02,25543.04
1_1_2012-11-09,38640.93
1_1_2012-11-16,34238.88
1_1_2012-11-23,19549.39
1_1_2012-11-30,19552.84
1_1_2012-12-07,18820.29
1_1_2012-12-14,22517.56
1_1_2012-12-21,31497.65
1_1_2012-12-28,44912.86
1_1_2013-01-04,55931.23
1_1_2013-01-11,19124.58
1_1_2013-01-18,15984.24
1_1_2013-01-25,17359.7
1_1_2013-02-01,17341.47
1_1_2013-02-08,18461.18
1_1_2013-02-15,21665.76
1_1_2013-02-22,37887.17
1_1_2013-03-01,46845.87
1_1_2013-03-08,19363.83
1_1_2013-03-15,20327.61
1_1_2013-03-22,21280.4
1_1_2013-03-29,20334.23
1_1_2013-04-05,20881.1
1_1_2013-04-12,20398.09
1_1_2013-04-19,23873.79
1_1_2013-04-26,28762.37
1_1_2013-05-03,50510.31
1_1_2013-05-10,41512.39
1_1_2013-05-17,20138.19
1_1_2013-05-24,17235.15
1_1_2013-05-31,15136.78
1_1_2013-06-07,15741.6
1_1_2013-06-14,16434.15
1_1_2013-06-21,15883.52
1_1_2013-06-28,14978.09
1_1_2013-07-05,15682.81
1_1_2013-07-12,15363.5
1_1_2013-07-19,16148.87
1_1_2013-07-26,15654.85
1_2_2012-11-02,41682.4
1_2_2012-11-09,47313.62
1_2_2012-11-16,44936.47
1_2_2012-11-23,43997.78
1_2_2012-11-30,44259.59
1_2_2012-12-07,45928.14
1_2_2012-12-14,49357.43
1_2_2012-12-21,51137.42
1_2_2012-12-28,65615.36
1_2_2013-01-04,43539.94
1_2_2013-01-11,44481.38
1_2_2013-01-18,43353.09
1_2_2013-01-25,43753.43
1_2_2013-02-01,41556.23
1_2_2013-02-08,54322.24
1_2_2013-02-15,50581.06
1_2_2013-02-22,46085.47
1_2_2013-03-01,47080.12
1_2_2013-03-08,52608.51
1_2_2013-03-15,48563.69
1_2_2013-03-22,47346.32
1_2_2013-03-29,44796.03
1_2_2013-04-05,46529.68
1_2_2013-04-12,51805.88
